"RNUM"	"DBMS"	"EXPERIMENTNAME"	"RUNID"	"BATCHSETID"	"PK"	"NUMPROCESSORS"	"ACTROWPOOL"	"PCTREAD"	"PCTUPDATE"	"ATP"	"MAXMPL"
"959"	"sqlserver"	"xt-30K-1000-120-4"	1469	9366	0	0.428571428571429	0.666666666666667	0	0.75	0.000996	0.6
"960"	"sqlserver"	"xt-30K-1000-120-4"	1469	9367	0	0.428571428571429	1	0	0.75	0.001015	0.6
"961"	"sqlserver"	"xt-30K-1000-120-4"	1469	9368	0	0.428571428571429	0	0	1	0.000988	0.5
"962"	"sqlserver"	"xt-30K-1000-120-4"	1469	9369	0	0.428571428571429	0.333333333333333	0	1	0.001109	0.6
"963"	"sqlserver"	"xt-30K-1000-120-4"	1469	9370	0	0.428571428571429	0.666666666666667	0	1	0.000982	0.6
"964"	"sqlserver"	"xt-30K-1000-120-4"	1469	9371	0	0.428571428571429	1	0	1	0.001128	0.6
"965"	"sqlserver"	"xt-30K-1000-120-4"	1469	9372	0	0.428571428571429	0	0.01	0	0.000635	1
"966"	"sqlserver"	"xt-30K-1000-120-4"	1469	9387	0	0.428571428571429	0.333333333333333	0.01	0	0.00061	1
"967"	"sqlserver"	"xt-30K-1000-120-4"	1469	9388	0	0.428571428571429	0.666666666666667	0.01	0	0.000628	1
"968"	"sqlserver"	"xt-30K-1000-120-4"	1469	9389	0	0.428571428571429	1	0.01	0	0.000627	1
"969"	"sqlserver"	"xt-30K-1000-120-4"	1469	9390	0	0.428571428571429	0	0.1	0	0.000644	1
"970"	"sqlserver"	"xt-30K-1000-120-4"	1469	9391	0	0.428571428571429	0.333333333333333	0.1	0	0.000608	1
"971"	"sqlserver"	"xt-30K-1000-120-4"	1469	9392	0	0.428571428571429	0.666666666666667	0.1	0	0.000623	1
"972"	"sqlserver"	"xt-30K-1000-120-4"	1469	9393	0	0.428571428571429	1	0.1	0	0.000621	1
"973"	"sqlserver"	"xt-30K-1000-120-4"	1469	9394	0	0.428571428571429	0	1	0	0.000635	1
"974"	"sqlserver"	"xt-30K-1000-120-4"	1469	9395	0	0.428571428571429	0.333333333333333	1	0	0.000625	1
"975"	"sqlserver"	"xt-30K-1000-120-4"	1469	9396	0	0.428571428571429	0.666666666666667	1	0	0.000622	1
"976"	"sqlserver"	"xt-30K-1000-120-4"	1469	9397	0	0.428571428571429	1	1	0	0.000677	1
"977"	"sqlserver"	"xt-30K-1000-120-8"	1769	9286	0	1	0	0	0.25	0.000705	0.7
"978"	"sqlserver"	"xt-30K-1000-120-8"	1769	9287	0	1	0.333333333333333	0	0.25	0.000923	0.7
"979"	"sqlserver"	"xt-30K-1000-120-8"	1769	9288	0	1	0.666666666666667	0	0.25	0.000856	0.7
"980"	"sqlserver"	"xt-30K-1000-120-8"	1769	9289	0	1	1	0	0.25	0.000871	0.7
"981"	"sqlserver"	"xt-30K-1000-120-8"	1769	9290	0	1	0	0	0.5	0.000689	1
"982"	"sqlserver"	"xt-30K-1000-120-8"	1769	9291	0	1	0.333333333333333	0	0.5	0.000851	1
"983"	"sqlserver"	"xt-30K-1000-120-8"	1769	9292	0	1	0.666666666666667	0	0.5	0.000849	0.7
"984"	"sqlserver"	"xt-30K-1000-120-8"	1769	9293	0	1	1	0	0.5	0.000823	0.7
"985"	"sqlserver"	"xt-30K-1000-120-8"	1769	9294	0	1	0	0	0.75	0.000775	0.7
"986"	"sqlserver"	"xt-30K-1000-120-8"	1769	9296	0	1	0.333333333333333	0	0.75	0.000848	0.7
"987"	"sqlserver"	"xt-30K-1000-120-8"	1769	9297	0	1	0.666666666666667	0	0.75	0.000836	0.7
"988"	"sqlserver"	"xt-30K-1000-120-8"	1769	9298	0	1	1	0	0.75	0.000976	0.7
"989"	"sqlserver"	"xt-30K-1000-120-8"	1769	9299	0	1	0	0	1	0.000897	0.7
"990"	"sqlserver"	"xt-30K-1000-120-8"	1769	9300	0	1	0.333333333333333	0	1	0.000871	0.7
"991"	"sqlserver"	"xt-30K-1000-120-8"	1769	9301	0	1	0.666666666666667	0	1	0.000877	1
"992"	"sqlserver"	"xt-30K-1000-120-8"	1769	9302	0	1	1	0	1	0.000762	1
"993"	"sqlserver"	"xt-30K-1000-120-8"	1769	9303	0	1	0	0.01	0	0.009754	1
"994"	"sqlserver"	"xt-30K-1000-120-8"	1769	9324	0	1	0.333333333333333	0.01	0	0.009549	1
"995"	"sqlserver"	"xt-30K-1000-120-8"	1769	9325	0	1	0.666666666666667	0.01	0	0.009349	1
"996"	"sqlserver"	"xt-30K-1000-120-8"	1769	9326	0	1	1	0.01	0	0.009142	1
"997"	"sqlserver"	"xt-30K-1000-120-8"	1769	9327	0	1	0	0.1	0	0.009791	1
"998"	"sqlserver"	"xt-30K-1000-120-8"	1769	9330	0	1	0.333333333333333	0.1	0	0.009597	1
"999"	"sqlserver"	"xt-30K-1000-120-8"	1769	9331	0	1	0.666666666666667	0.1	0	0.009371	1
"1000"	"sqlserver"	"xt-30K-1000-120-8"	1769	9332	0	1	1	0.1	0	0.009168	1
"1001"	"sqlserver"	"xt-30K-1000-120-8"	1769	9333	0	1	0	1	0	0.01008	1
"1002"	"sqlserver"	"xt-30K-1000-120-8"	1769	9335	0	1	0.333333333333333	1	0	0.010216	1
"1003"	"sqlserver"	"xt-30K-1000-120-8"	1769	9338	0	1	0.666666666666667	1	0	0.009707	1
"1004"	"sqlserver"	"xt-30K-1000-120-8"	1769	9386	0	1	1	1	0	0.009481	1
